scenario,algorithm,flow_id,subscriber_id,role,service_id,service_type,allowed_by_policy,controller_decision,policy_violation,path,path_length,rerouted,unreachable,generated_rules,explanation
normal_access,static_acl,normal_access_f001,u11,blocked,srv_db,database,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f002,u04,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f003,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f004,u01,student,srv_file,file,False,allow,True,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f005,u10,blocked,srv_lms,lms,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f006,u09,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f007,u10,blocked,srv_internet,internet,False,allow,True,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f008,u03,student,srv_lms,lms,True,allow,False,s7 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f009,u04,teacher,srv_video,video,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f010,u07,guest,srv_file,file,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f011,u01,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f012,u07,guest,srv_file,file,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f013,u10,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f014,u02,student,srv_file,file,False,allow,True,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f015,u02,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f016,u08,admin,srv_db,database,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f017,u03,student,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f018,u11,blocked,srv_admin,admin,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f019,u09,admin,srv_db,database,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f020,u08,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f021,u11,blocked,srv_lms,lms,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f022,u01,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f023,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f024,u10,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f025,u08,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f026,u11,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f027,u09,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f028,u10,blocked,srv_admin,admin,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f029,u04,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f030,u02,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f031,u03,student,srv_lms,lms,True,allow,False,s7 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f032,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f033,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f034,u02,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f035,u11,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f036,u08,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f037,u05,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f038,u02,student,srv_lms,lms,True,allow,False,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f039,u09,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f040,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f041,u08,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f042,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f043,u04,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f044,u08,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f045,u09,admin,srv_lms,lms,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f046,u08,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f047,u09,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f048,u04,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f049,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f050,u09,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f051,u04,teacher,srv_admin,admin,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f052,u04,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f053,u11,blocked,srv_internet,internet,False,allow,True,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f054,u06,guest,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f055,u08,admin,srv_lms,lms,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f056,u10,blocked,srv_lms,lms,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f057,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f058,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f059,u01,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f060,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f061,u04,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f062,u05,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f063,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f064,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f065,u04,teacher,srv_file,file,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f066,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f067,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f068,u09,admin,srv_db,database,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f069,u03,student,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f070,u10,blocked,srv_internet,internet,False,allow,True,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f071,u01,student,srv_admin,admin,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f072,u09,admin,srv_lms,lms,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f073,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f074,u02,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f075,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f076,u01,student,srv_lms,lms,True,allow,False,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f077,u10,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f078,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f079,u11,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f080,u02,student,srv_db,database,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f081,u02,student,srv_file,file,False,allow,True,s5 -> s2 -> s8,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f082,u03,student,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f083,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f084,u05,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f085,u09,admin,srv_video,video,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f086,u02,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f087,u02,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f088,u10,blocked,srv_video,video,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f089,u11,blocked,srv_admin,admin,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,static_acl,normal_access_f090,u01,student,srv_admin,admin,False,deny,False,,0,False,False,0,статична таблиця ACL і наперед заданий маршрут
normal_access,sdn_shortest_path,normal_access_f001,u11,blocked,srv_db,database,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f002,u04,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f003,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f004,u01,student,srv_file,file,False,allow,True,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f005,u10,blocked,srv_lms,lms,False,allow,True,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f006,u09,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f007,u10,blocked,srv_internet,internet,False,allow,True,s5 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f008,u03,student,srv_lms,lms,True,allow,False,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f009,u04,teacher,srv_video,video,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f010,u07,guest,srv_file,file,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f011,u01,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f012,u07,guest,srv_file,file,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f013,u10,blocked,srv_video,video,False,allow,True,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f014,u02,student,srv_file,file,False,allow,True,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f015,u02,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f016,u08,admin,srv_db,database,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f017,u03,student,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f018,u11,blocked,srv_admin,admin,False,allow,True,s7 -> s4 -> s9,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f019,u09,admin,srv_db,database,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f020,u08,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f021,u11,blocked,srv_lms,lms,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f022,u01,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f023,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f024,u10,blocked,srv_video,video,False,allow,True,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f025,u08,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f026,u11,blocked,srv_video,video,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f027,u09,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f028,u10,blocked,srv_admin,admin,False,allow,True,s5 -> s3 -> s4 -> s9,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f029,u04,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f030,u02,student,srv_internet,internet,True,allow,False,s5 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f031,u03,student,srv_lms,lms,True,allow,False,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f032,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f033,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f034,u02,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f035,u11,blocked,srv_video,video,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f036,u08,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f037,u05,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f038,u02,student,srv_lms,lms,True,allow,False,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f039,u09,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f040,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f041,u08,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f042,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f043,u04,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f044,u08,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f045,u09,admin,srv_lms,lms,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f046,u08,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f047,u09,admin,srv_admin,admin,True,allow,False,s9,0,False,False,0,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f048,u04,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f049,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f050,u09,admin,srv_file,file,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f051,u04,teacher,srv_admin,admin,False,allow,True,s6 -> s9,1,False,False,1,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f052,u04,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f053,u11,blocked,srv_internet,internet,False,allow,True,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f054,u06,guest,srv_video,video,False,allow,True,s7 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f055,u08,admin,srv_lms,lms,True,allow,False,s9 -> s4 -> s2 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f056,u10,blocked,srv_lms,lms,False,allow,True,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f057,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f058,u06,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f059,u01,student,srv_video,video,True,allow,False,s5 -> s2 -> s8,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f060,u07,guest,srv_internet,internet,True,allow,False,s7 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f061,u04,teacher,srv_lms,lms,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f062,u05,teacher,srv_internet,internet,True,allow,False,s6 -> s3 -> s1,2,False,False,2,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f063,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f064,u09,admin,srv_internet,internet,True,allow,False,s9 -> s4 -> s2 -> s1,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
normal_access,sdn_shortest_path,normal_access_f065,u04,teacher,srv_file,file,True,allow,False,s6 -> s3 -> s1 -> s8,3,False,False,3,"SDN-контролер будує найкоротший маршрут, але не застосовує політики ролей"
